Pair	K562_Ctcf_E	K562_Dnase1_E	K562_H3k27ac_E	K562_H3k27me3_E	K562_H3k36me3_E	K562_H3k4me2_E	K562_H3k9ac_E	K562_H4k20me1_E	K562_Rad21_E	K562_Tbp_E	K562_Ctcf_P	K562_Dnase1_P	K562_H3k27ac_P	K562_H3k27me3_P	K562_H3k36me3_P	K562_H3k4me2_P	K562_H3k9ac_P	K562_H4k20me1_P	K562_Rad21_P	K562_Tbp_P	K562_Correlation	K562_Exp	Class
chr22_32656176_32662293-chr22_32334260_32338420	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.274401	2.13522	0
chr22_32656176_32662293-chr22_32764253_32784733	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.571337	0.017165	0
chr22_32656176_32662293-chr22_32794642_32796338	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.147371	1.87992	0
chr22_32676849_32683346-chr22_32437694_32446418	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.08231e-17	3.42747	0
chr22_32676849_32683346-chr22_32807141_32809335	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	3.18135e-17	1.87992	0
chr22_32694902_32708216-chr22_32102727_32109893	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.260934	0
chr22_32708441_32722072-chr22_31914965_31930706	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.97012e-17	0.373603	0
chr22_32722072_32732998-chr22_32872511_32874561	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.228439	2.6387	0
chr22_32784733_32787968-chr22_32920308_32927723	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.473168	0.000392	0
chr22_32787968_32792766-chr22_32750950_32761732	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21745e-17	0.017165	0
chr22_32798041_32802848-chr22_32334260_32338420	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.206885	2.13522	0
chr22_32819468_32826336-chr22_32102727_32109893	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.166132	0.260934	0
chr22_32819468_32826336-chr22_32797377_32798041	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.166132	1.87992	0
chr22_32865649_32868055-chr22_32764253_32784733	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	6.19391e-17	0.017165	0
chr22_32865649_32868055-chr22_32797377_32798041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.03991e-17	1.87992	0
chr22_32877399_32878464-chr22_32342898_32343477	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0.219195	2.13522	0
chr22_32886640_32887300-chr22_32794642_32796338	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.87992	0
chr22_32889404_32895878-chr22_32872511_32874561	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.169799	2.6387	0
chr22_32931418_32937912-chr22_32764253_32784733	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.343964	0.017165	0
chr22_32937912_32941862-chr22_32878464_32886640	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	2.6387	0
chr22_32941862_32945241-chr22_33190123_33206921	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2.06723e-17	0.007592	0
chr22_32981394_32984738-chr22_32860159_32865649	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.16759e-16	0	0
chr22_32981394_32984738-chr22_33190123_33206921	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2.06723e-17	0.007592	0
chr22_32993150_33001296-chr22_32594665_32606395	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2.01949e-17	0.00038	0
chr22_33016692_33018781-chr22_32145079_32150875	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	7.58819e-17	0.260934	0
chr22_33016692_33018781-chr22_33339333_33353583	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2.09992e-16	0.000392	0
chr22_33024278_33030812-chr22_32334260_32338420	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.206885	2.13522	0
chr22_33024278_33030812-chr22_32764253_32784733	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.485189	0.017165	0
chr22_33024278_33030812-chr22_32878464_32886640	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0.227863	2.6387	0
chr22_33041554_33049563-chr22_32264718_32278135	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0.153013	0.123931	0
chr22_33051479_33052831-chr22_32750950_32761732	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87316e-17	0.017165	0
chr22_33073147_33082151-chr22_32651094_32654663	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.87588e-16	0	0
chr22_33084585_33087049-chr22_32102727_32109893	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.260934	0
chr22_33084585_33087049-chr22_32264718_32278135	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0.213775	0.123931	0
chr22_33084585_33087049-chr22_32334260_32338420	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.206885	2.13522	0
chr22_33168456_33177374-chr22_32342898_32343477	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	-0.0260974	2.13522	0
chr22_33168456_33177374-chr22_33339333_33353583	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.991974	0.000392	0
chr22_33216036_33216746-chr22_32872511_32874561	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.228439	2.6387	0
chr22_33219668_33224847-chr22_32860159_32865649	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.363423	0	0
chr22_33219668_33224847-chr22_33452523_33459358	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.0263387	0.000392	0
chr22_33230875_33232758-chr22_32794642_32796338	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.87992	0
chr22_33271334_33273392-chr22_33190123_33206921	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2.06723e-17	0.007592	0
chr22_33273392_33279610-chr22_32594665_32606395	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	-0.526472	0.00038	0
chr22_33273392_33279610-chr22_32860159_32865649	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.269081	0	0
chr22_33285344_33287235-chr22_32750950_32761732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.017165	0
chr22_33285344_33287235-chr22_32794642_32796338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.03991e-17	1.87992	0
chr22_33288947_33297113-chr22_32868055_32872511	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	-1.33654e-16	2.6387	0
chr22_33297113_33300141-chr22_32920308_32927723	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.799256	0.000392	0
chr22_33353583_33361327-chr22_32437694_32446418	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.313478	3.42747	0
chr22_33444644_33452523-chr22_33452523_33459358	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0.0635973	0.000392	0
chr2_118539524_118544883-chr2_118580234_118582590	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.190553	1.66113	0
chr2_118618821_118622702-chr2_118709011_118718053	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.317905	0
chr2_118676581_118678122-chr2_118700714_118708305	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.317905	0
chr2_118678122_118678938-chr2_118749135_118755560	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.317905	0
chr2_118726922_118729957-chr2_118574011_118578645	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0.756544	1.66113	0
chr2_118726922_118729957-chr2_118709011_118718053	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.317905	0
chr2_118729957_118731124-chr2_118755560_118760863	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.317905	0
chr2_118747021_118749135-chr2_118749135_118755560	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.317905	0
chr2_220277346_220281154-chr2_220323470_220332835	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	2.01192e-16	0.064227	0
chr2_220383598_220399434-chr2_220282395_220286000	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0.675584	0.537106	0
chr2_220508810_220509817-chr2_220453896_220487655	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0.492362	0.075938	0
chr2_220522698_220526852-chr2_220406933_220418321	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0.657332	0.138073	0
chr2_220522698_220526852-chr2_220487655_220503909	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0.307516	0.007878	0
chr2_220526852_220531044-chr2_220286000_220296219	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0.130836	0.537106	0
chr2_220541441_220547189-chr2_220323470_220332835	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	2.01192e-16	0.064227	0
chr2_220552916_220561414-chr2_220453896_220487655	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0.161669	0.075938	0
chr2_220721483_220722799-chr2_220487655_220503909	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	2.57972e-16	0.007878	0
chr2_234710865_234716961-chr2_234543708_234558325	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.888832	0.000475	0
chr2_234750353_234751410-chr2_234736692_234738514	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3.47115e-17	0.000431	0
chr2_234750353_234751410-chr2_234835115_234838817	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0.326476	0	0
chr2_234780240_234788118-chr2_234683624_234705119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.98241e-16	0.000431	0
chr2_234793487_234798383-chr2_234666975_234672018	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.29294e-17	0	0
chr2_234800220_234802658-chr2_234683624_234705119	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000431	0
chr2_234830063_234832735-chr2_234543708_234558325	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.226382	0.000475	0
chr5_131284754_131293292-chr5_132030429_132039062	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.90759e-16	0.088096	0
chr5_131299620_131299809-chr5_131408856_131414324	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.150875	0.000524	0
chr5_131300294_131301697-chr5_131408856_131414324	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.150875	0.000524	0
chr5_131348838_131356954-chr5_131596722_131599736	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0.254903	0.218136	0
chr5_131356954_131363862-chr5_131704173_131712465	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.330782	0.227984	0
chr5_131356954_131363862-chr5_132108948_132117126	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.35726	1.9488	0
chr5_131363862_131363994-chr5_131626960_131636553	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.425621	0.915141	0
chr5_131363862_131363994-chr5_132108948_132117126	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.35726	1.9488	0
chr5_131363994_131368340-chr5_131331867_131336835	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.245915	0.017194	0
chr5_131363994_131368340-chr5_131591694_131596722	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.243952	0.218136	0
chr5_131449474_131450295-chr5_131892428_131895867	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0.171035	0.698662	0
chr5_131449474_131450295-chr5_131976946_131992507	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.127845	0.000504	0
chr5_131477534_131485214-chr5_131591694_131596722	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2.45452e-16	0.218136	0
chr5_131492991_131494404-chr5_131600377_131610541	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	5.10575e-17	0.218136	0
chr5_131492991_131494404-chr5_131704173_131712465	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	4.87169e-17	0.227984	0
chr5_131538372_131539956-chr5_131331867_131336835	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.245915	0.017194	0
chr5_131539956_131552025-chr5_131321565_131328527	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.612369	0.017194	0
chr5_131552025_131553461-chr5_132236918_132241090	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.291583	0
chr5_131553461_131553914-chr5_131720388_131722317	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0.415791	0.227984	0
chr5_131565224_131573377-chr5_131720388_131722317	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0.124575	0.227984	0
chr5_131573377_131577595-chr5_131321565_131328527	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0.19646	0.017194	0
chr5_131586173_131591694-chr5_131611701_131614241	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0.555424	0.915141	0
chr5_131599736_131600377-chr5_132108948_132117126	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0.520699	1.9488	0
chr5_131615616_131626960-chr5_131802699_131812305	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0.710788	0.009446	0
chr5_131641591_131646043-chr5_131553914_131564746	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0.58021	0.915141	0
chr5_131641591_131646043-chr5_131611701_131614241	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0.653131	0.915141	0
chr5_131647291_131652352-chr5_131992507_131995260	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	-0.574704	0.000504	0
chr5_131658425_131658940-chr5_131596722_131599736	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1.31883e-16	0.218136	0
chr5_131658425_131658940-chr5_131722317_131724751	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	8.26277e-17	0.227984	0
chr5_131658425_131658940-chr5_132156357_132171004	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-1.19105e-16	0.213915	0
chr5_131658940_131662350-chr5_131329209_131331867	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2.79209e-16	0.017194	0
chr5_131658940_131662350-chr5_131596722_131599736	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1.31883e-16	0.218136	0
chr5_131662350_131667476-chr5_131391190_131405195	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	-0.374786	0	0
chr5_131662350_131667476-chr5_131530130_131538372	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.915141	0
chr5_131669484_131669811-chr5_131744513_131749743	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.464683	0.009446	0
chr5_131669811_131675614-chr5_131321565_131328527	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.111111	0.017194	0
chr5_131675614_131678758-chr5_131408856_131414324	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.150875	0.000524	0
chr5_131675614_131678758-chr5_131704173_131712465	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.330782	0.227984	0
chr5_131675614_131678758-chr5_132002940_132010406	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.208368	0	0
chr5_131701917_131703408-chr5_131530130_131538372	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.915141	0
chr5_131701917_131703408-chr5_131611701_131614241	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0.555424	0.915141	0
chr5_131716349_131720388-chr5_132236918_132241090	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.911865	0.291583	0
chr5_131726126_131731708-chr5_131704173_131712465	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.330782	0.227984	0
chr5_131739629_131744513-chr5_131530130_131538372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.38312e-17	0.915141	0
chr5_131750587_131754943-chr5_131704173_131712465	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0.561934	0.227984	0
chr5_131750587_131754943-chr5_131886820_131892428	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.627215	0.698662	0
chr5_131750587_131754943-chr5_131992507_131995260	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.658661	0.000504	0
chr5_131750587_131754943-chr5_132094955_132103229	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0.271555	1.9488	0
chr5_131754943_131758777-chr5_131391190_131405195	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0.288486	0	0
chr5_131769188_131778588-chr5_132030429_132039062	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.159258	0.088096	0
chr5_131778588_131781011-chr5_131596722_131599736	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1.31883e-16	0.218136	0
chr5_131814629_131819989-chr5_131704173_131712465	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0.385244	0.227984	0
chr5_131819989_131821289-chr5_131596722_131599736	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0.200284	0.218136	0
chr5_131819989_131821289-chr5_132030429_132039062	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.088096	0
chr5_131831149_131844708-chr5_131992507_131995260	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0.460858	0.000504	0
chr5_131831149_131844708-chr5_132156357_132171004	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0.635384	0.213915	0
chr5_131863088_131870720-chr5_131886820_131892428	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.846043	0.698662	0
chr5_131863088_131870720-chr5_132002940_132010406	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0.766669	0	0
chr5_131885133_131886820-chr5_131722317_131724751	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	8.26277e-17	0.227984	0
chr5_131885133_131886820-chr5_132094955_132103229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	8.41047e-17	1.9488	0
chr5_131895867_131902145-chr5_131821289_131825018	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0.506025	0.072501	0
chr5_131923592_131925769-chr5_131992507_131995260	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.111111	0.000504	0
chr5_131931992_131935582-chr5_131928228_131931668	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.698662	0
chr5_131931992_131935582-chr5_132002940_132010406	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.208368	0	0
chr5_131942452_131943812-chr5_131722317_131724751	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0.415791	0.227984	0
chr5_131942452_131943812-chr5_132208319_132210412	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.899826	0.083339	0
chr5_131943812_131953101-chr5_132094955_132103229	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0.744143	1.9488	0
chr5_132013731_132017625-chr5_131591694_131596722	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.711547	0.218136	0
chr5_132013731_132017625-chr5_132139702_132143131	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0.365726	1.9488	0
chr5_132017625_132020754-chr5_131591694_131596722	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.32092	0.218136	0
chr5_132017625_132020754-chr5_131886820_131892428	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.327106	0.698662	0
chr5_132026798_132030244-chr5_131329209_131331867	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2.79209e-16	0.017194	0
chr5_132051458_132053529-chr5_132236918_132241090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7.97488e-17	0.291583	0
chr5_132103229_132106614-chr5_131992507_131995260	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0.676593	0.000504	0
chr5_132103229_132106614-chr5_132236918_132241090	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.639492	0.291583	0
chr5_132106614_132107314-chr5_131408856_131414324	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0.920187	0.000524	0
chr5_132106614_132107314-chr5_131704173_131712465	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0.606085	0.227984	0
chr5_132107314_132107958-chr5_131886820_131892428	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.447917	0.698662	0
chr5_132107958_132108948-chr5_131976946_131992507	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0.867784	0.000504	0
chr5_132119374_132122574-chr5_131976946_131992507	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0.858704	0.000504	0
chr5_132119374_132122574-chr5_132002940_132010406	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0.740864	0	0
chr5_132119374_132122574-chr5_132236918_132241090	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.291583	0
chr5_132145236_132146235-chr5_131530130_131538372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.38312e-17	0.915141	0
chr5_132153372_132156357-chr5_131391190_131405195	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	0.514947	0	0
chr5_132196366_132197204-chr5_131530130_131538372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.38312e-17	0.915141	0
chr5_132196366_132197204-chr5_131976946_131992507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	5.37178e-17	0.000504	0
chr5_132204661_132205624-chr5_131992507_131995260	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.115846	0.000504	0
chr5_132204661_132205624-chr5_132156357_132171004	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0.466704	0.213915	0
chr5_132213048_132219273-chr5_131596722_131599736	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0.060964	0.218136	0
chr5_132213048_132219273-chr5_131720388_131722317	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0.816079	0.227984	0
chr5_141919578_141920068-chr5_141995276_142003263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.8831e-17	7.5e-05	0
chr5_141985008_141990132-chr5_142077053_142078408	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142037058_142045237-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142045237_142045381-chr5_142253283_142256525	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001462	0
chr5_142048143_142048364-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142094582_142100401-chr5_142144652_142155937	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0.287307	0.001462	0
chr5_142100401_142102088-chr5_142077053_142078408	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142104068_142105133-chr5_142144652_142155937	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.0656843	0.001462	0
chr5_142105133_142107601-chr5_141995276_142003263	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142105133_142107601-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142170246_142174535-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142170246_142174535-chr5_142144652_142155937	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.0656843	0.001462	0
chr5_142204630_142206455-chr5_142144652_142155937	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.0656843	0.001462	0
chr5_142222685_142223975-chr5_141995276_142003263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.8831e-17	7.5e-05	0
chr5_142233240_142233385-chr5_142018169_142028310	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.59774e-16	7.5e-05	0
